review_profilename_index,recommendations
3016,"[Row(beer_beerid=52862, rating=4.982489585876465), Row(beer_beerid=73262, rating=4.6423797607421875)]"
3018,"[Row(beer_beerid=52862, rating=5.130063056945801), Row(beer_beerid=60829, rating=5.0750017166137695)]"
3023,"[Row(beer_beerid=58479, rating=4.9325151443481445), Row(beer_beerid=57390, rating=4.9325151443481445)]"
3024,"[Row(beer_beerid=65602, rating=6.016012668609619), Row(beer_beerid=55192, rating=5.912197113037109)]"
3031,"[Row(beer_beerid=65602, rating=5.339205265045166), Row(beer_beerid=39373, rating=5.332639217376709)]"
3035,"[Row(beer_beerid=51494, rating=5.194687366485596), Row(beer_beerid=42941, rating=5.087962627410889)]"
3036,"[Row(beer_beerid=52862, rating=5.0515875816345215), Row(beer_beerid=51494, rating=5.016439914703369)]"
3038,"[Row(beer_beerid=51494, rating=5.135561466217041), Row(beer_beerid=35361, rating=5.100068092346191)]"
3044,"[Row(beer_beerid=51494, rating=4.970912456512451), Row(beer_beerid=52862, rating=4.924381732940674)]"
3052,"[Row(beer_beerid=65602, rating=4.866155624389648), Row(beer_beerid=52862, rating=4.754886627197266)]"
3061,"[Row(beer_beerid=58479, rating=5.0044846534729), Row(beer_beerid=57390, rating=5.0044846534729)]"
3063,"[Row(beer_beerid=74086, rating=4.887442588806152), Row(beer_beerid=16778, rating=4.721072196960449)]"
3064,"[Row(beer_beerid=42941, rating=5.100593566894531), Row(beer_beerid=51494, rating=5.092419624328613)]"
3070,"[Row(beer_beerid=68665, rating=5.1521806716918945), Row(beer_beerid=67231, rating=5.120572090148926)]"
3085,"[Row(beer_beerid=51494, rating=4.994668006896973), Row(beer_beerid=13222, rating=4.901700019836426)]"
3090,"[Row(beer_beerid=20507, rating=5.316364765167236), Row(beer_beerid=35361, rating=5.272781848907471)]"
3091,"[Row(beer_beerid=55192, rating=5.235312461853027), Row(beer_beerid=55042, rating=5.112905979156494)]"
3093,"[Row(beer_beerid=75573, rating=4.985526084899902), Row(beer_beerid=1270, rating=4.7864298820495605)]"
3094,"[Row(beer_beerid=51494, rating=5.192763328552246), Row(beer_beerid=35361, rating=5.049905776977539)]"
3096,"[Row(beer_beerid=73262, rating=5.173062801361084), Row(beer_beerid=52862, rating=5.068172931671143)]"
3101,"[Row(beer_beerid=42941, rating=4.823174476623535), Row(beer_beerid=52862, rating=4.819345951080322)]"
3106,"[Row(beer_beerid=67231, rating=4.776142120361328), Row(beer_beerid=42941, rating=4.736795425415039)]"
3117,"[Row(beer_beerid=64744, rating=5.208432674407959), Row(beer_beerid=51494, rating=5.199255466461182)]"
3126,"[Row(beer_beerid=52862, rating=5.297985553741455), Row(beer_beerid=45680, rating=5.242793560028076)]"
3128,"[Row(beer_beerid=51494, rating=5.325433254241943), Row(beer_beerid=58479, rating=5.318929672241211)]"
3129,"[Row(beer_beerid=52862, rating=5.34149169921875), Row(beer_beerid=66841, rating=5.067764759063721)]"
3131,"[Row(beer_beerid=52862, rating=5.366367816925049), Row(beer_beerid=58479, rating=5.245830059051514)]"
3136,"[Row(beer_beerid=35361, rating=5.023908615112305), Row(beer_beerid=51494, rating=4.973022937774658)]"
3153,"[Row(beer_beerid=35361, rating=5.183043956756592), Row(beer_beerid=42941, rating=5.107730388641357)]"
3154,"[Row(beer_beerid=65602, rating=5.091177463531494), Row(beer_beerid=52862, rating=5.077902793884277)]"
3157,"[Row(beer_beerid=52862, rating=5.213280200958252), Row(beer_beerid=65602, rating=5.100135803222656)]"
3158,"[Row(beer_beerid=51494, rating=5.300482273101807), Row(beer_beerid=35361, rating=5.146722316741943)]"
3164,"[Row(beer_beerid=51494, rating=5.303738594055176), Row(beer_beerid=64744, rating=5.194523334503174)]"
3165,"[Row(beer_beerid=65602, rating=5.046464443206787), Row(beer_beerid=76115, rating=4.955326080322266)]"
3168,"[Row(beer_beerid=1270, rating=5.208636283874512), Row(beer_beerid=48849, rating=4.974526882171631)]"
3169,"[Row(beer_beerid=51494, rating=4.67974328994751), Row(beer_beerid=52862, rating=4.6445465087890625)]"
3170,"[Row(beer_beerid=52862, rating=5.237337112426758), Row(beer_beerid=73262, rating=5.035584449768066)]"
3177,"[Row(beer_beerid=51494, rating=4.945673942565918), Row(beer_beerid=42941, rating=4.911329746246338)]"
3182,"[Row(beer_beerid=35361, rating=4.876352787017822), Row(beer_beerid=25702, rating=4.673176288604736)]"
3185,"[Row(beer_beerid=51494, rating=5.078425884246826), Row(beer_beerid=64744, rating=4.89109468460083)]"
3188,"[Row(beer_beerid=42941, rating=5.223590850830078), Row(beer_beerid=51494, rating=5.201930522918701)]"
3189,"[Row(beer_beerid=51494, rating=5.274532318115234), Row(beer_beerid=54147, rating=5.186526775360107)]"
3190,"[Row(beer_beerid=35361, rating=5.2155890464782715), Row(beer_beerid=51494, rating=5.1822099685668945)]"
3193,"[Row(beer_beerid=51494, rating=5.086612224578857), Row(beer_beerid=52862, rating=4.997214317321777)]"
3202,"[Row(beer_beerid=51494, rating=5.120604038238525), Row(beer_beerid=52862, rating=5.100204944610596)]"
3204,"[Row(beer_beerid=52862, rating=5.236959934234619), Row(beer_beerid=42941, rating=5.232459545135498)]"
3205,"[Row(beer_beerid=42941, rating=5.21581506729126), Row(beer_beerid=76115, rating=5.171948432922363)]"
3215,"[Row(beer_beerid=42941, rating=5.134956359863281), Row(beer_beerid=76115, rating=5.120926380157471)]"
3217,"[Row(beer_beerid=51494, rating=5.32697057723999), Row(beer_beerid=42941, rating=5.219381809234619)]"
3218,"[Row(beer_beerid=51494, rating=5.004528045654297), Row(beer_beerid=42941, rating=4.8768696784973145)]"
3219,"[Row(beer_beerid=52862, rating=5.529312610626221), Row(beer_beerid=58479, rating=5.361747741699219)]"
3229,"[Row(beer_beerid=51494, rating=5.014900207519531), Row(beer_beerid=42941, rating=4.962116718292236)]"
3233,"[Row(beer_beerid=52862, rating=5.657739639282227), Row(beer_beerid=67231, rating=5.60874080657959)]"
3241,"[Row(beer_beerid=51494, rating=5.0445756912231445), Row(beer_beerid=58479, rating=5.040656089782715)]"
3246,"[Row(beer_beerid=66841, rating=5.026424407958984), Row(beer_beerid=45680, rating=5.006730556488037)]"
3251,"[Row(beer_beerid=51494, rating=4.480311870574951), Row(beer_beerid=42941, rating=4.439336776733398)]"
3253,"[Row(beer_beerid=51494, rating=5.205280780792236), Row(beer_beerid=35361, rating=5.081663131713867)]"
3259,"[Row(beer_beerid=65602, rating=5.017866134643555), Row(beer_beerid=66415, rating=4.891806125640869)]"
3263,"[Row(beer_beerid=51494, rating=5.1119303703308105), Row(beer_beerid=35361, rating=5.105898380279541)]"
3265,"[Row(beer_beerid=51494, rating=5.023661136627197), Row(beer_beerid=45400, rating=5.008050441741943)]"
3266,"[Row(beer_beerid=52862, rating=5.075796604156494), Row(beer_beerid=51494, rating=4.9421234130859375)]"
3267,"[Row(beer_beerid=73262, rating=5.3255109786987305), Row(beer_beerid=76115, rating=5.312398433685303)]"
3273,"[Row(beer_beerid=42941, rating=4.928012847900391), Row(beer_beerid=35361, rating=4.899277210235596)]"
3275,"[Row(beer_beerid=58479, rating=5.084813594818115), Row(beer_beerid=57390, rating=5.084813594818115)]"
3278,"[Row(beer_beerid=51494, rating=5.126267433166504), Row(beer_beerid=35361, rating=5.095462799072266)]"
3288,"[Row(beer_beerid=42941, rating=5.1145100593566895), Row(beer_beerid=45680, rating=5.107635021209717)]"
3290,"[Row(beer_beerid=42941, rating=5.062959671020508), Row(beer_beerid=51494, rating=5.060760021209717)]"
3292,"[Row(beer_beerid=51494, rating=5.279751300811768), Row(beer_beerid=42941, rating=5.228222846984863)]"
3294,"[Row(beer_beerid=51494, rating=5.313352108001709), Row(beer_beerid=73262, rating=5.125223636627197)]"
3297,"[Row(beer_beerid=35361, rating=5.12327766418457), Row(beer_beerid=52862, rating=5.106997489929199)]"
3302,"[Row(beer_beerid=67231, rating=4.851114273071289), Row(beer_beerid=45680, rating=4.835460662841797)]"
3303,"[Row(beer_beerid=65602, rating=5.454425811767578), Row(beer_beerid=66415, rating=5.361927509307861)]"
3317,"[Row(beer_beerid=52862, rating=5.131001949310303), Row(beer_beerid=58479, rating=5.060749530792236)]"
3318,"[Row(beer_beerid=35361, rating=5.061395168304443), Row(beer_beerid=51494, rating=5.0379157066345215)]"
3319,"[Row(beer_beerid=65602, rating=5.03511381149292), Row(beer_beerid=42941, rating=5.021854400634766)]"
3322,"[Row(beer_beerid=35361, rating=4.813968658447266), Row(beer_beerid=42941, rating=4.78208589553833)]"
3326,"[Row(beer_beerid=51494, rating=5.142012596130371), Row(beer_beerid=42941, rating=5.068849086761475)]"
3331,"[Row(beer_beerid=67231, rating=5.150850772857666), Row(beer_beerid=42941, rating=5.122036457061768)]"
3337,"[Row(beer_beerid=45680, rating=4.918949127197266), Row(beer_beerid=66841, rating=4.8964619636535645)]"
3339,"[Row(beer_beerid=51494, rating=5.071733474731445), Row(beer_beerid=35361, rating=5.002575874328613)]"
3343,"[Row(beer_beerid=1270, rating=5.335504055023193), Row(beer_beerid=38884, rating=5.208169460296631)]"
3351,"[Row(beer_beerid=52862, rating=4.8918962478637695), Row(beer_beerid=51494, rating=4.879552364349365)]"
3354,"[Row(beer_beerid=52862, rating=5.23324728012085), Row(beer_beerid=74086, rating=5.095550060272217)]"
3356,"[Row(beer_beerid=51494, rating=5.104561805725098), Row(beer_beerid=42941, rating=4.988529205322266)]"
3357,"[Row(beer_beerid=35361, rating=4.609641075134277), Row(beer_beerid=74086, rating=4.559543609619141)]"
3361,"[Row(beer_beerid=52862, rating=5.546623706817627), Row(beer_beerid=67231, rating=5.292597770690918)]"
3365,"[Row(beer_beerid=45680, rating=5.085257530212402), Row(beer_beerid=42941, rating=5.078925132751465)]"
3373,"[Row(beer_beerid=52862, rating=5.0926361083984375), Row(beer_beerid=35361, rating=5.025081634521484)]"
3375,"[Row(beer_beerid=45680, rating=5.27164363861084), Row(beer_beerid=42941, rating=5.262713432312012)]"
3385,"[Row(beer_beerid=35361, rating=4.876607894897461), Row(beer_beerid=42941, rating=4.8085036277771)]"
3386,"[Row(beer_beerid=51494, rating=4.986811637878418), Row(beer_beerid=35361, rating=4.97361946105957)]"
3389,"[Row(beer_beerid=74086, rating=5.247241973876953), Row(beer_beerid=52674, rating=4.97591495513916)]"
3391,"[Row(beer_beerid=55042, rating=5.068136692047119), Row(beer_beerid=54323, rating=5.068136692047119)]"
3393,"[Row(beer_beerid=51494, rating=5.046804904937744), Row(beer_beerid=25702, rating=5.044935703277588)]"
3397,"[Row(beer_beerid=45680, rating=5.194169521331787), Row(beer_beerid=42941, rating=5.170505523681641)]"
3405,"[Row(beer_beerid=42941, rating=4.993690490722656), Row(beer_beerid=25702, rating=4.951997756958008)]"
3407,"[Row(beer_beerid=52862, rating=4.907781600952148), Row(beer_beerid=58479, rating=4.877734661102295)]"
3414,"[Row(beer_beerid=1270, rating=5.45677375793457), Row(beer_beerid=51264, rating=5.030059337615967)]"
3417,"[Row(beer_beerid=51494, rating=5.122617244720459), Row(beer_beerid=35361, rating=5.029287338256836)]"
3422,"[Row(beer_beerid=51494, rating=5.024667739868164), Row(beer_beerid=35361, rating=4.995273590087891)]"
3423,"[Row(beer_beerid=35361, rating=5.033413887023926), Row(beer_beerid=52862, rating=4.942131042480469)]"
3427,"[Row(beer_beerid=2346, rating=5.808969020843506), Row(beer_beerid=48003, rating=5.777756214141846)]"
3429,"[Row(beer_beerid=51494, rating=5.434295177459717), Row(beer_beerid=35361, rating=5.420220375061035)]"
3430,"[Row(beer_beerid=35361, rating=4.823491096496582), Row(beer_beerid=51494, rating=4.8051605224609375)]"
3437,"[Row(beer_beerid=73262, rating=4.97874641418457), Row(beer_beerid=76115, rating=4.9195756912231445)]"
3438,"[Row(beer_beerid=52862, rating=5.295489311218262), Row(beer_beerid=65602, rating=5.016449928283691)]"
3443,"[Row(beer_beerid=45680, rating=5.0070271492004395), Row(beer_beerid=66841, rating=4.992406845092773)]"
3454,"[Row(beer_beerid=51494, rating=5.052224636077881), Row(beer_beerid=58479, rating=5.004692077636719)]"
3459,"[Row(beer_beerid=51494, rating=5.3407087326049805), Row(beer_beerid=42941, rating=5.3393073081970215)]"
3461,"[Row(beer_beerid=52862, rating=5.016538143157959), Row(beer_beerid=35361, rating=4.919261932373047)]"
3462,"[Row(beer_beerid=1270, rating=5.4451165199279785), Row(beer_beerid=62029, rating=5.243912220001221)]"
3463,"[Row(beer_beerid=65602, rating=4.812830448150635), Row(beer_beerid=76115, rating=4.760831832885742)]"
3465,"[Row(beer_beerid=52862, rating=4.962693214416504), Row(beer_beerid=51494, rating=4.8451409339904785)]"
3466,"[Row(beer_beerid=51494, rating=5.5216875076293945), Row(beer_beerid=42941, rating=5.482258319854736)]"
3467,"[Row(beer_beerid=51494, rating=4.890912055969238), Row(beer_beerid=42941, rating=4.874452590942383)]"
3469,"[Row(beer_beerid=52862, rating=4.947086811065674), Row(beer_beerid=51494, rating=4.919615745544434)]"
3477,"[Row(beer_beerid=65602, rating=4.925334930419922), Row(beer_beerid=58479, rating=4.850957870483398)]"
3478,"[Row(beer_beerid=52862, rating=5.26768159866333), Row(beer_beerid=65602, rating=5.147583961486816)]"
3479,"[Row(beer_beerid=52862, rating=4.708026885986328), Row(beer_beerid=67231, rating=4.6895647048950195)]"
3480,"[Row(beer_beerid=52862, rating=5.085013389587402), Row(beer_beerid=51494, rating=5.055849552154541)]"
3486,"[Row(beer_beerid=45680, rating=5.0976080894470215), Row(beer_beerid=76115, rating=5.093536853790283)]"
3492,"[Row(beer_beerid=51494, rating=5.203091144561768), Row(beer_beerid=35361, rating=5.189084529876709)]"
3496,"[Row(beer_beerid=51494, rating=5.250632286071777), Row(beer_beerid=45400, rating=5.06135368347168)]"
3505,"[Row(beer_beerid=51494, rating=5.094056606292725), Row(beer_beerid=42941, rating=4.980894565582275)]"
3507,"[Row(beer_beerid=65602, rating=5.109982967376709), Row(beer_beerid=58479, rating=5.101438045501709)]"
3508,"[Row(beer_beerid=51494, rating=5.431339263916016), Row(beer_beerid=74086, rating=5.406618118286133)]"
3510,"[Row(beer_beerid=51494, rating=4.9553117752075195), Row(beer_beerid=42941, rating=4.924493312835693)]"
3513,"[Row(beer_beerid=42941, rating=5.068638324737549), Row(beer_beerid=52862, rating=5.044315338134766)]"
3514,"[Row(beer_beerid=35361, rating=5.311368465423584), Row(beer_beerid=51494, rating=5.200747489929199)]"
3516,"[Row(beer_beerid=51494, rating=5.166195392608643), Row(beer_beerid=52862, rating=5.123880386352539)]"
3518,"[Row(beer_beerid=51494, rating=5.089491367340088), Row(beer_beerid=52862, rating=5.051010608673096)]"
3526,"[Row(beer_beerid=65602, rating=5.134692668914795), Row(beer_beerid=76115, rating=5.131152629852295)]"
3530,"[Row(beer_beerid=51494, rating=5.0808587074279785), Row(beer_beerid=35361, rating=4.877513408660889)]"
3531,"[Row(beer_beerid=51494, rating=5.041933059692383), Row(beer_beerid=35361, rating=5.032067775726318)]"
3537,"[Row(beer_beerid=42941, rating=5.357275485992432), Row(beer_beerid=35361, rating=5.310983657836914)]"
3543,"[Row(beer_beerid=51494, rating=5.258700370788574), Row(beer_beerid=52862, rating=5.240829944610596)]"
3547,"[Row(beer_beerid=65602, rating=5.100695610046387), Row(beer_beerid=1270, rating=5.016436576843262)]"
3551,"[Row(beer_beerid=55192, rating=5.890380382537842), Row(beer_beerid=65323, rating=5.889453887939453)]"
3560,"[Row(beer_beerid=55192, rating=4.975277423858643), Row(beer_beerid=60009, rating=4.970092296600342)]"
3563,"[Row(beer_beerid=51494, rating=5.165919303894043), Row(beer_beerid=58479, rating=5.064259052276611)]"
3564,"[Row(beer_beerid=51494, rating=5.1678547859191895), Row(beer_beerid=25702, rating=5.161259174346924)]"
3575,"[Row(beer_beerid=51494, rating=5.072687149047852), Row(beer_beerid=42941, rating=5.0070881843566895)]"
3576,"[Row(beer_beerid=51494, rating=5.22810173034668), Row(beer_beerid=35361, rating=5.169497013092041)]"
3580,"[Row(beer_beerid=65602, rating=5.594357490539551), Row(beer_beerid=52862, rating=5.513406276702881)]"
3589,"[Row(beer_beerid=45680, rating=4.937959671020508), Row(beer_beerid=51494, rating=4.922977924346924)]"
3590,"[Row(beer_beerid=51494, rating=5.09408712387085), Row(beer_beerid=52862, rating=5.028866767883301)]"
3591,"[Row(beer_beerid=51494, rating=5.224359512329102), Row(beer_beerid=64744, rating=5.062732219696045)]"
3592,"[Row(beer_beerid=51494, rating=5.191719055175781), Row(beer_beerid=52862, rating=5.072710037231445)]"
3597,"[Row(beer_beerid=52862, rating=4.880594730377197), Row(beer_beerid=66841, rating=4.773990631103516)]"
3598,"[Row(beer_beerid=25702, rating=4.920864582061768), Row(beer_beerid=54147, rating=4.912961483001709)]"
3599,"[Row(beer_beerid=51494, rating=4.997252941131592), Row(beer_beerid=35361, rating=4.937936782836914)]"
3600,"[Row(beer_beerid=73262, rating=5.555293560028076), Row(beer_beerid=55192, rating=5.392518043518066)]"
3608,"[Row(beer_beerid=51494, rating=4.756250858306885), Row(beer_beerid=42941, rating=4.734100818634033)]"
3616,"[Row(beer_beerid=42941, rating=4.705230712890625), Row(beer_beerid=35361, rating=4.644428253173828)]"
3618,"[Row(beer_beerid=42941, rating=5.2680158615112305), Row(beer_beerid=35361, rating=5.252755641937256)]"
3627,"[Row(beer_beerid=51494, rating=5.046024322509766), Row(beer_beerid=54147, rating=4.968456745147705)]"
3628,"[Row(beer_beerid=45680, rating=5.1875319480896), Row(beer_beerid=76115, rating=5.114349365234375)]"
3629,"[Row(beer_beerid=52862, rating=5.031200885772705), Row(beer_beerid=66841, rating=4.915455341339111)]"
3633,"[Row(beer_beerid=65602, rating=5.497679710388184), Row(beer_beerid=58479, rating=5.3152360916137695)]"
3639,"[Row(beer_beerid=51494, rating=5.106607437133789), Row(beer_beerid=42941, rating=4.893647193908691)]"
3640,"[Row(beer_beerid=51494, rating=5.532031536102295), Row(beer_beerid=52862, rating=5.521364688873291)]"
3644,"[Row(beer_beerid=65602, rating=5.313231468200684), Row(beer_beerid=67231, rating=5.17824649810791)]"
3646,"[Row(beer_beerid=52862, rating=5.006339073181152), Row(beer_beerid=51494, rating=4.890282154083252)]"
3647,"[Row(beer_beerid=45680, rating=5.042999744415283), Row(beer_beerid=76115, rating=5.016082286834717)]"
3651,"[Row(beer_beerid=51494, rating=5.249592304229736), Row(beer_beerid=42941, rating=5.1535820960998535)]"
3652,"[Row(beer_beerid=51494, rating=5.17027473449707), Row(beer_beerid=35361, rating=5.122650623321533)]"
3653,"[Row(beer_beerid=51494, rating=5.020411968231201), Row(beer_beerid=42941, rating=4.82652473449707)]"
3656,"[Row(beer_beerid=52862, rating=5.090368747711182), Row(beer_beerid=58479, rating=4.806942462921143)]"
3660,"[Row(beer_beerid=65602, rating=5.109302520751953), Row(beer_beerid=76115, rating=4.985808849334717)]"
3662,"[Row(beer_beerid=52862, rating=5.571603298187256), Row(beer_beerid=73262, rating=5.513870716094971)]"
3678,"[Row(beer_beerid=51494, rating=5.069763660430908), Row(beer_beerid=45680, rating=5.056156158447266)]"
3682,"[Row(beer_beerid=45680, rating=4.949951648712158), Row(beer_beerid=76115, rating=4.946901798248291)]"
3692,"[Row(beer_beerid=1270, rating=5.173293590545654), Row(beer_beerid=51494, rating=5.131126880645752)]"
3693,"[Row(beer_beerid=51494, rating=4.895296573638916), Row(beer_beerid=35361, rating=4.879178524017334)]"
3695,"[Row(beer_beerid=51494, rating=5.043272972106934), Row(beer_beerid=74112, rating=4.923403263092041)]"
3707,"[Row(beer_beerid=73262, rating=5.039271831512451), Row(beer_beerid=65602, rating=5.007246017456055)]"
3710,"[Row(beer_beerid=51494, rating=5.467554092407227), Row(beer_beerid=13222, rating=5.36295223236084)]"
3713,"[Row(beer_beerid=51494, rating=5.147224426269531), Row(beer_beerid=25702, rating=5.010370254516602)]"
3714,"[Row(beer_beerid=51494, rating=5.752566814422607), Row(beer_beerid=42941, rating=5.50034761428833)]"
3715,"[Row(beer_beerid=65602, rating=4.690574645996094), Row(beer_beerid=1270, rating=4.642220973968506)]"
3716,"[Row(beer_beerid=45680, rating=4.656299591064453), Row(beer_beerid=76115, rating=4.633944034576416)]"
3718,"[Row(beer_beerid=58479, rating=4.994077205657959), Row(beer_beerid=57390, rating=4.994077205657959)]"
3719,"[Row(beer_beerid=51494, rating=5.0523481369018555), Row(beer_beerid=35361, rating=4.992628574371338)]"
3724,"[Row(beer_beerid=58479, rating=4.846693992614746), Row(beer_beerid=57390, rating=4.846693992614746)]"
3739,"[Row(beer_beerid=35361, rating=5.134091854095459), Row(beer_beerid=42941, rating=5.114957332611084)]"
3742,"[Row(beer_beerid=35361, rating=5.273944854736328), Row(beer_beerid=51494, rating=5.201107978820801)]"
3745,"[Row(beer_beerid=52862, rating=4.969175338745117), Row(beer_beerid=67231, rating=4.9546685218811035)]"
3751,"[Row(beer_beerid=51494, rating=5.287926197052002), Row(beer_beerid=35361, rating=5.186676979064941)]"
3755,"[Row(beer_beerid=51494, rating=5.208913803100586), Row(beer_beerid=35361, rating=5.095290660858154)]"
3756,"[Row(beer_beerid=52862, rating=5.322922229766846), Row(beer_beerid=58479, rating=5.036892414093018)]"
3760,"[Row(beer_beerid=51494, rating=5.088555812835693), Row(beer_beerid=42941, rating=4.970523834228516)]"
3763,"[Row(beer_beerid=42941, rating=4.641367435455322), Row(beer_beerid=52862, rating=4.636389255523682)]"
3765,"[Row(beer_beerid=51494, rating=4.745315074920654), Row(beer_beerid=13222, rating=4.674108982086182)]"
3771,"[Row(beer_beerid=52862, rating=5.955522060394287), Row(beer_beerid=35361, rating=5.742021083831787)]"
3772,"[Row(beer_beerid=1270, rating=5.670421600341797), Row(beer_beerid=74086, rating=5.221861362457275)]"
3775,"[Row(beer_beerid=35361, rating=5.213463306427002), Row(beer_beerid=42941, rating=5.20554780960083)]"
3776,"[Row(beer_beerid=42941, rating=5.08617639541626), Row(beer_beerid=58844, rating=5.086019515991211)]"
3777,"[Row(beer_beerid=51494, rating=5.233575820922852), Row(beer_beerid=52862, rating=5.16685676574707)]"
3787,"[Row(beer_beerid=51494, rating=5.126863479614258), Row(beer_beerid=42941, rating=5.096992015838623)]"
3799,"[Row(beer_beerid=35361, rating=5.368167400360107), Row(beer_beerid=67231, rating=5.3386030197143555)]"
3800,"[Row(beer_beerid=52862, rating=5.318897724151611), Row(beer_beerid=51494, rating=5.2397894859313965)]"
3801,"[Row(beer_beerid=51494, rating=5.329711437225342), Row(beer_beerid=45680, rating=5.096987724304199)]"
3803,"[Row(beer_beerid=52862, rating=5.283326625823975), Row(beer_beerid=67231, rating=5.209605693817139)]"
3807,"[Row(beer_beerid=28603, rating=5.360503673553467), Row(beer_beerid=66843, rating=5.357595920562744)]"
3820,"[Row(beer_beerid=1270, rating=4.503439426422119), Row(beer_beerid=64019, rating=4.379749774932861)]"
3821,"[Row(beer_beerid=52862, rating=5.122714519500732), Row(beer_beerid=58479, rating=4.995843410491943)]"
3823,"[Row(beer_beerid=51494, rating=5.4946794509887695), Row(beer_beerid=48000, rating=5.329753875732422)]"
3828,"[Row(beer_beerid=52862, rating=5.134493350982666), Row(beer_beerid=55042, rating=4.8960652351379395)]"
3830,"[Row(beer_beerid=42941, rating=4.565723896026611), Row(beer_beerid=66841, rating=4.56145715713501)]"
3840,"[Row(beer_beerid=51494, rating=4.933687686920166), Row(beer_beerid=64744, rating=4.82818603515625)]"
3842,"[Row(beer_beerid=65602, rating=5.482452869415283), Row(beer_beerid=54147, rating=5.354879379272461)]"
3845,"[Row(beer_beerid=42941, rating=5.739345550537109), Row(beer_beerid=57334, rating=5.689088821411133)]"
3847,"[Row(beer_beerid=51494, rating=5.223262310028076), Row(beer_beerid=35361, rating=5.050842761993408)]"
3848,"[Row(beer_beerid=52862, rating=5.573318958282471), Row(beer_beerid=58479, rating=5.040872097015381)]"
3850,"[Row(beer_beerid=42941, rating=4.601003646850586), Row(beer_beerid=51494, rating=4.567766189575195)]"
3851,"[Row(beer_beerid=35361, rating=5.141915798187256), Row(beer_beerid=25702, rating=5.02945613861084)]"
3852,"[Row(beer_beerid=52862, rating=5.07361364364624), Row(beer_beerid=39373, rating=4.87587833404541)]"
3855,"[Row(beer_beerid=51494, rating=5.358773231506348), Row(beer_beerid=35361, rating=5.3033576011657715)]"
3860,"[Row(beer_beerid=58479, rating=5.106352806091309), Row(beer_beerid=57390, rating=5.106352806091309)]"
3864,"[Row(beer_beerid=51494, rating=5.023712635040283), Row(beer_beerid=42941, rating=4.925373554229736)]"
3866,"[Row(beer_beerid=35361, rating=5.063153266906738), Row(beer_beerid=51494, rating=4.942936420440674)]"
3867,"[Row(beer_beerid=52862, rating=5.557723045349121), Row(beer_beerid=51494, rating=5.1964545249938965)]"
3868,"[Row(beer_beerid=51494, rating=5.040855884552002), Row(beer_beerid=42941, rating=5.026061058044434)]"
3869,"[Row(beer_beerid=51494, rating=4.956092357635498), Row(beer_beerid=35361, rating=4.910586357116699)]"
3872,"[Row(beer_beerid=51494, rating=4.957650184631348), Row(beer_beerid=45680, rating=4.879297256469727)]"
3878,"[Row(beer_beerid=52862, rating=5.732379913330078), Row(beer_beerid=73262, rating=5.193902969360352)]"
3882,"[Row(beer_beerid=51494, rating=4.981609344482422), Row(beer_beerid=35361, rating=4.971922397613525)]"
3889,"[Row(beer_beerid=35361, rating=5.137824058532715), Row(beer_beerid=42941, rating=5.131472587585449)]"
3899,"[Row(beer_beerid=65602, rating=4.66014289855957), Row(beer_beerid=76115, rating=4.569394588470459)]"
3906,"[Row(beer_beerid=52862, rating=4.950688362121582), Row(beer_beerid=58479, rating=4.919687747955322)]"
3909,"[Row(beer_beerid=52862, rating=4.960791110992432), Row(beer_beerid=51494, rating=4.853643894195557)]"
3911,"[Row(beer_beerid=52862, rating=4.904511451721191), Row(beer_beerid=67231, rating=4.875235557556152)]"
3916,"[Row(beer_beerid=51494, rating=5.095073699951172), Row(beer_beerid=35361, rating=5.059399604797363)]"
3926,"[Row(beer_beerid=51494, rating=5.313899517059326), Row(beer_beerid=42941, rating=5.255550384521484)]"
3933,"[Row(beer_beerid=51494, rating=5.093316078186035), Row(beer_beerid=42941, rating=4.862600803375244)]"
3935,"[Row(beer_beerid=51494, rating=4.774526596069336), Row(beer_beerid=45400, rating=4.662855625152588)]"
3944,"[Row(beer_beerid=35361, rating=4.854580402374268), Row(beer_beerid=65469, rating=4.724309921264648)]"
3954,"[Row(beer_beerid=52862, rating=5.632209777832031), Row(beer_beerid=51494, rating=5.551815986633301)]"
3959,"[Row(beer_beerid=65602, rating=5.128910064697266), Row(beer_beerid=51494, rating=5.1076483726501465)]"
3964,"[Row(beer_beerid=52862, rating=4.917026042938232), Row(beer_beerid=67231, rating=4.765246868133545)]"
3971,"[Row(beer_beerid=35361, rating=5.286820411682129), Row(beer_beerid=51494, rating=5.283496856689453)]"
3973,"[Row(beer_beerid=66841, rating=4.917642593383789), Row(beer_beerid=39373, rating=4.908165454864502)]"
3974,"[Row(beer_beerid=25702, rating=5.179619312286377), Row(beer_beerid=42941, rating=5.179113864898682)]"
3982,"[Row(beer_beerid=51494, rating=5.517093658447266), Row(beer_beerid=42941, rating=5.439818859100342)]"
3985,"[Row(beer_beerid=58479, rating=5.083654880523682), Row(beer_beerid=57390, rating=5.083654880523682)]"
3994,"[Row(beer_beerid=52862, rating=5.112682819366455), Row(beer_beerid=67231, rating=4.948578834533691)]"
3998,"[Row(beer_beerid=12413, rating=4.8015546798706055), Row(beer_beerid=8176, rating=4.8015546798706055)]"
4002,"[Row(beer_beerid=51494, rating=5.015304088592529), Row(beer_beerid=35361, rating=4.926138877868652)]"
